,country_name,country_border_name
1350,Wallis and Futuna(France),Samoa
1351,Wallis and Futuna(France),Tonga
1352,Wallis and Futuna(France),Tuvalu
1353,Wallis and Futuna(France),Tokelau(New Zealand)
1354,Western Sahara,Algeria
1355,Western Sahara,Mauritania
1356,Western Sahara,Morocco
1357,Western Sahara,Spain
1358,Yemen,Djibouti
1359,Yemen,Eritrea
1360,Yemen,Oman
1361,Yemen,Saudi Arabia
1362,Yemen,Somalia
1363,Zambia,Angola
1364,Zambia,Botswana
1365,Zambia,Democratic Republic of the Congo
1366,Zambia,Malawi
1367,Zambia,Mozambique
1368,Zambia,Namibia
1369,Zambia,Tanzania
1370,Zambia,Zimbabwe
1371,Zimbabwe,Botswana
1372,Zimbabwe,Mozambique
1373,Zimbabwe,South Africa
1374,Zimbabwe,Zambia
